0,1,2,3,4,5
"And he said I was completely confused and I could n't , he said I was trying to shout my wife and erm and , er , you know my mouth would n't work , he said , but she said fortunately she looked through the window and er found him and they took him to hospital .",1,28,point,verb,"indicate a place, direction, person, or thing; either spatially or figuratively<FF>be oriented<FF>direct into a position for use<FF>direct the course; determine the direction of travelling<FF>be a signal for or a symptom of<FF>sail close to the wind<FF>mark (Hebrew words) with diacritics<FF>mark with diacritics<FF>mark (a psalm text) to indicate the points at which the music changes<FF>be positionable in a specified manner<FF>intend (something) to move towards a certain goal<FF>indicate the presence of (game) by standing and pointing with the muzzle<FF>give a point to<FF>repair the joints of bricks<FF>"
"As a delinquent nine-year-old at his prep school , he had once been required by the headmaster to write out in his best handwriting the whole of the third chapter of Ecclesiastes , old Gumboil , economical in this as in all matters , believing that writing lines should combine punishment with literary and religious education .",1,6,lose,verb,"fail to keep or to maintain; cease to have, either physically or in an abstract sense<FF>fail to win<FF>suffer the loss of a person through death or removal<FF>place (something) where one cannot find it again<FF>miss from one's possessions; lose sight of<FF>allow to go out of sight<FF>fail to make money in a business; make a loss or fail to profit<FF>fail to get or obtain<FF>retreat<FF>fail to perceive or to catch with the senses or the mind<FF>be set at a disadvantage<FF>"
And division is shared by .,0,3,stand,verb,"be standing; be upright<FF>be in some specified state or condition<FF>occupy a place or location, also metaphorically<FF>hold one's ground; maintain a position; be steadfast or upright<FF>put up with something or somebody unpleasant<FF>have or maintain a position or stand on an issue<FF>remain inactive or immobile<FF>be in effect; be or remain in force<FF>be tall; have a height of; copula<FF>put into an upright position<FF>withstand the force of something<FF>be available for stud services<FF>"
Although they are a principled pair they once turned down the Smarties Award on moral grounds the Ahlbergs reject the notion of children 's author as moralist .,0,3,use,verb,"put into service; make work or employ for a particular purpose or for its inherent or natural purpose<FF>take or consume (regularly or habitually)<FF>use up, consume fully<FF>seek or achieve an end by using to one's advantage<FF>avail oneself to<FF>habitually do something (use only in the past tense)<FF>"
Mr Kinnock intends to reinforce his conviction that Labour is in a position to win in his keynote speech tomorrow .,0,7,go,verb,"change location; move, travel, or proceed, also metaphorically<FF>follow a procedure or take a course<FF>move away from a place into another direction<FF>enter or assume a certain state or condition<FF>be awarded; be allotted<FF>have a particular form<FF>stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point<FF>follow a certain course<FF>be abolished or discarded<FF>be or continue to be in a certain condition<FF>make a certain noise or sound<FF>perform as expected when applied<FF>to be spent or finished<FF>progress by being changed<FF>continue to live through hardship or adversity<FF>pass, fare, or elapse; of a certain state of affairs or action<FF>pass from physical life and lose all bodily attributes and functions necessary to sustain life<FF>be in the right place or situation<FF>be ranked or compare<FF>begin or set in motion<FF>have a turn; make one's move in a game<FF>be contained in<FF>be sounded, played, or expressed<FF>blend or harmonize<FF>lead, extend, or afford access<FF>be the right size or shape; fit correctly or as desired<FF>go through in search of something; search through someone's belongings in an unauthorized way<FF>be spent<FF>give support (to) or make a choice (of) one out of a group or number<FF>stop operating or functioning<FF>"
"What 's in there , we 've got biscuits , I 'm just going to get some raisins , alright , they 're just up here , you stay there .",0,14,require,verb,"require as useful, just, or proper<FF>consider obligatory; request and expect<FF>make someone do something<FF>have need of<FF>"
"Discourses on punishment and dictionary definitions of the term clearly specify the central feature of punishment as being the infliction of pain rather than the loss of liberty per se ( Hudson , 1987 ) .",1,32,demand,verb,"request urgently and forcefully<FF>require as useful, just, or proper<FF>claim as due or just<FF>lay legal claim to<FF>summon to court<FF>ask to be informed of<FF>"
"Oh I know , we need some more raisins do n't we ?",0,9,say,verb,"express in words<FF>report or maintain<FF>express a supposition<FF>have or contain a certain wording or form<FF>give instructions to or direct somebody to do something with authority<FF>speak, pronounce, or utter in a certain way<FF>communicate or express nonverbally<FF>utter aloud<FF>state as one's opinion or judgement; declare<FF>recite or repeat a fixed text<FF>indicate<FF>"
Muldoon never emerged from behind his desk to greet colleagues .,0,52,vote,verb,express one's preference for a candidate or for a measure or resolution; cast a vote<FF>express one's choice or preference by vote<FF>express a choice or opinion<FF>be guided by in voting<FF>bring into existence or make available by vote<FF>
"Yet if the example is modified a little , so that the overtaking is on a country road at night and the risk is known to be slight , it becomes questionable whether the causing of death in these circumstances should be labelled in the same way as intentional killings .",0,28,know,verb,"be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about<FF>know how to do or perform something<FF>be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt<FF>be familiar or acquainted with a person or an object<FF>have firsthand knowledge of states, situations, emotions, or sensations<FF>accept (someone) to be what is claimed or accept his power and authority<FF>have fixed in the mind<FF>have sexual intercourse with<FF>know the nature or character of<FF>be able to distinguish, recognize as being different<FF>perceive as familiar<FF>"
All the other equations are all right but will not necessarily provide the simplest starting point for solving a given problem .,0,44,believe,verb,accept as true; take to be true<FF>judge or regard; look upon; judge<FF>be confident about something<FF>follow a credo; have a faith; be a believer<FF>credit with veracity<FF>
This will get modern usage of words .,1,3,share,verb,"have in common<FF>use jointly or in common<FF>have, give, or receive a share of<FF>give out as one's portion or share<FF>communicate<FF>"
The others seem to have stood up quite well over on the other side .,1,8,turn,verb,"change orientation or direction, also in the abstract sense<FF>undergo a transformation or a change of position or action<FF>undergo a change or development<FF>cause to move around or rotate<FF>change to the contrary<FF>pass to the other side of<FF>pass into a condition gradually, take on a specific property or attribute; become<FF>let (something) fall or spill from a container<FF>move around an axis or a center<FF>cause to move around a center so as to show another side of<FF>to send or let go<FF>to break and turn over earth especially with a plow<FF>shape by rotating on a lathe or cutting device or a wheel<FF>change color<FF>twist suddenly so as to sprain<FF>cause to change or turn into something different;assume new characteristics<FF>accomplish by rotating<FF>get by buying and selling<FF>cause to move along an axis or into a new direction<FF>channel one's attention, interest, thought, or attention toward or away from something<FF>cause (a plastic object) to assume a crooked or angular form<FF>alter the functioning or setting of<FF>direct at someone<FF>have recourse to or make an appeal or request for help or information to<FF>go sour or spoil<FF>become officially one year older<FF>"
